date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:37:09	241/241	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2020%20Feb%202025%2015:07:08%20GMT	http://buddsoft.com/templates/21	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21.0.delayed	(from )
20:37:09	44106/44106	---M-Z	200	added ('OK')	text/html	etag:%22ac4a-6241bd31364d7-gzip%22	http://buddsoft.com/templates/21/	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/index.html	(from )
20:37:11	113/113	---MC-	200	added ('OK')	text/plain	date:Thu,%2020%20Feb%202025%2015:07:09%20GMT	http://buddsoft.com/robots.txt		(from )
20:37:12	30401/30401	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2020%20Feb%202025%2015:07:11%20GMT	http://buddsoft.com/templates/21/img/favicon.ico	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/favicon.1.delayed	(from http://buddsoft.com/templates/21/)
20:37:12	56517/56517	---M-Z	200	added ('OK')	text/css	etag:%225eb03e60-dcc5%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/css/all.min.css	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/cdnjs.cloudflare.com/ajax/libs/font-awesome/5.10.0/css/all.min.css	(from http://buddsoft.com/templates/21/)
20:37:13	16953/16953	---M--	200	added ('OK')	text/css	etag:%224239-6241bd7d2ed64%22	http://buddsoft.com/templates/21/lib/animate/animate.min.css	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/animate/animate.min.css	(from http://buddsoft.com/templates/21/)
20:37:13	63666/63666	---M-Z	200	added ('OK')	text/css	etag:W/%22f8b2-v7ZMVELJO4O8jF4rcNGwrm8YAaE%22	https://cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/cdn.jsdelivr.net/npm/bootstrap-icons@1.4.1/font/bootstrap-icons.css	(from http://buddsoft.com/templates/21/)
20:37:14	2936/2936	---M--	200	added ('OK')	text/css	etag:%22b78-6241bdb55d11d%22	http://buddsoft.com/templates/21/lib/owlcarousel/assets/owl.carousel.min.css	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/owlcarousel/assets/owl.carousel.min.css	(from http://buddsoft.com/templates/21/)
20:37:14	9058/9058	---M--	200	added ('OK')	text/css	etag:%222362-6241bdb5c1a88%22	http://buddsoft.com/templates/21/lib/tempusdominus/css/tempusdominus-bootstrap-4.min.css	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/lib/tempusdominus/css/tempusdominus-bootstrap-4.min.css	(from http://buddsoft.com/templates/21/)
20:37:15	164031/164031	---M--	200	added ('OK')	text/css	etag:%22280bf-6241bd593fda5%22	http://buddsoft.com/templates/21/css/bootstrap.min.css	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/css/bootstrap.min.css	(from http://buddsoft.com/templates/21/)
20:37:17	9428/9428	---M--	200	added ('OK')	text/css	etag:%2224d4-6241bd593e24d%22	http://buddsoft.com/templates/21/css/style.css	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/css/style.css	(from http://buddsoft.com/templates/21/)
20:37:18	2884/2884	---M--	200	added ('OK')	image/png	etag:%22b44-6241bd7c79ec8%22	http://buddsoft.com/templates/21/img/icons/icon-1.png	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/img/icons/icon-1.png	(from http://buddsoft.com/templates/21/)
20:37:18	44106/44106	---M-Z	200	added ('OK')	text/html	etag:%22ac4a-6241bd31364d7-gzip%22	http://buddsoft.com/templates/21/index.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/index.html	(from http://buddsoft.com/templates/21/)
20:37:18	19887/19887	---M-Z	200	added ('OK')	text/html	etag:%224daf-6241bd30dd305-gzip%22	http://buddsoft.com/templates/21/about.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/about.html	(from http://buddsoft.com/templates/21/)
20:37:19	19808/19808	---M-Z	200	added ('OK')	text/html	etag:%224d60-6241bd31702a6-gzip%22	http://buddsoft.com/templates/21/service.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/service.html	(from http://buddsoft.com/templates/21/)
20:37:19	13494/13494	---M-Z	200	added ('OK')	text/html	etag:%2234b6-6241bd311b724-gzip%22	http://buddsoft.com/templates/21/feature.html	C:/Users/Asus/OneDrive/Documents/Huespace/Hspace/Huespace/buddsoft.com/templates/21/feature.html	(from http://buddsoft.com/templates/21/)
